Company Name,Date,Open,High,Low,Close,Adj Close,Volume
Netflix Inc.,3/14/2024,615,620.799988,607.349976,613.01001,613.01001,3120500
Netflix Inc.,3/15/2024,622.919983,622.919983,603.820007,605.880005,605.880005,6670900
Netflix Inc.,3/18/2024,613.559998,627.409973,610.450012,618.390015,618.390015,3344200
Netflix Inc.,3/19/2024,615.619995,621.280029,608,620.73999,620.73999,2142600
Netflix Inc.,3/20/2024,619.950012,629.51001,618.340027,627.690002,627.690002,2639500
Netflix Inc.,3/21/2024,630.650024,634.359985,622.330017,622.710022,622.710022,2507700
Netflix Inc.,3/22/2024,624.159973,629.049988,621,628.01001,628.01001,2134100
Netflix Inc.,3/25/2024,627.900024,630.460022,623.159973,627.460022,627.460022,1803300
Netflix Inc.,3/26/2024,625.200012,634.390015,619.179993,629.23999,629.23999,2804500
Netflix Inc.,3/27/2024,629.01001,631.349976,610.72998,613.530029,613.530029,2628300
Netflix Inc.,3/28/2024,614.98999,615,601.590027,607.330017,607.330017,3708800
Netflix Inc.,4/1/2024,608,615.109985,605.570007,614.309998,614.309998,2115900
Netflix Inc.,4/2/2024,611,615.030029,605.51001,614.210022,614.210022,2029200
Netflix Inc.,4/3/2024,612.75,630.409973,611.5,630.080017,630.080017,2931200
Netflix Inc.,4/4/2024,633.210022,638,616.580017,617.140015,617.140015,3064300
Netflix Inc.,4/5/2024,624.919983,637.909973,622.710022,636.179993,636.179993,3372800
Netflix Inc.,4/8/2024,636.390015,639,628.109985,628.409973,628.409973,2145700
Netflix Inc.,4/9/2024,631.98999,631.98999,615.630005,618.200012,618.200012,2146600
Netflix Inc.,4/10/2024,610.969971,620.140015,609.340027,618.580017,618.580017,2806200
Netflix Inc.,4/11/2024,624.419983,631.659973,617.23999,628.780029,628.780029,2662700
Netflix Inc.,4/12/2024,628.22998,633.119995,618.919983,622.830017,622.830017,2956500
Netflix Inc.,4/15/2024,630.169983,630.169983,603.869995,607.150024,607.150024,3085400
Netflix Inc.,4/16/2024,607.5,622.450012,607.5,617.52002,617.52002,3519100
Netflix Inc.,4/17/2024,620.969971,620.969971,607.710022,613.690002,613.690002,3312200
Netflix Inc.,4/18/2024,612.099976,621.330017,605.429993,610.559998,610.559998,8468400
Netflix Inc.,4/19/2024,567.880005,579,552.159973,555.039978,555.039978,16425000
Netflix Inc.,4/22/2024,550.659973,558.609985,542.01001,554.599976,554.599976,8597700
Netflix Inc.,4/23/2024,556.48999,579.210022,555.280029,577.75,577.75,4975500
Netflix Inc.,4/24/2024,574.309998,576.909973,551.299988,555.119995,555.119995,5355300
Netflix Inc.,4/25/2024,549.460022,566.539978,545.710022,564.799988,564.799988,3807100
Netflix Inc.,4/26/2024,558.210022,562.919983,553.190002,561.22998,561.22998,4332600
Netflix Inc.,4/29/2024,559.179993,559.640015,554.23999,559.48999,559.48999,2508900
Netflix Inc.,4/30/2024,560,560,549.380005,550.640015,550.640015,3361500
Netflix Inc.,5/1/2024,547.840027,560.390015,544.25,551.710022,551.710022,3473200
Netflix Inc.,5/2/2024,555.590027,565.460022,555.590027,565.150024,565.150024,2843432
